specialites,formation,nb_candidats_voeu,nb_candidats_admis,nb_candidats_acceptes
"['Numérique et Sciences Informatiques', 'Sciences économiques et sociales']",Licence Génie civil,2,2.0,0
"['Numérique et Sciences Informatiques', 'Sciences économiques et sociales']",Licence Sciences de l'éducation,16,11.0,6
"['Numérique et Sciences Informatiques', ""Sciences de l'ingénieur""]",Ensemble des candidats bacheliers,422,382.0,319
"['Physique-Chimie', ""Littératures, langues et culture de l'antiquité""]",Licence Langues et littératures françaises,1,0.0,0
"['Physique-Chimie', ""Littératures, langues et culture de l'antiquité""]","Licence Psychlogie, Sciences cognitives",0,0.0,0
"['Physique-Chimie', ""Littératures, langues et culture de l'antiquité""]",Licence Sciences du langage - Linguistique,0,0.0,0
"['Physique-Chimie', ""Littératures, langues et culture de l'antiquité""]",Sciences Po,0,0.0,0
"['Physique-Chimie', 'Sciences de la vie et de la terre']","Licence Sociologie, Démographie",848,720.0,78
"['Physique-Chimie', ""Sciences de l'ingénieur""]",Licence Géographie,10,9.0,4
"['Physique-Chimie', ""Sciences de l'ingénieur""]",Licence Sciences du langage - Linguistique,1,1.0,0
"['Arts', ""Littératures, langues et culture de l'antiquité""]",Licence Sciences de l'information et de la communication,1,1.0,1
"['Arts', ""Littératures, langues et culture de l'antiquité""]",Formations d'ART,4,1.0,0
"['Arts', 'Langues, Littératures et Cultures Etrangères et Régionales']","Licence Sciences de la vie, biologie, santé",11,4.0,1
"['Sciences économiques et sociales', 'Biologie-Ecologie']",Licence Chimie,0,0.0,0
"['Sciences économiques et sociales', 'Biologie-Ecologie']",Licence Géographie,0,0.0,0
"['Sciences économiques et sociales', 'Biologie-Ecologie']",Licence STAPS,2,0.0,0
"['Sciences économiques et sociales', 'Biologie-Ecologie']",DCG,0,0.0,0
"['Humanités, Littérature et Philosophie', ""Littératures, langues et culture de l'antiquité""]",Licence MASS,0,0.0,0
"['Humanités, Littérature et Philosophie', 'Langues, Littératures et Cultures Etrangères et Régionales']",Licence Pluri Sciences économiques - Gestion,127,57.0,10
"['Humanités, Littérature et Philosophie', 'Langues, Littératures et Cultures Etrangères et Régionales']",D.E sanitaire,270,71.0,52
"['Humanités, Littérature et Philosophie', 'Mathématiques']",Licence Mathématiques,75,51.0,15
"['Humanités, Littérature et Philosophie', 'Numérique et Sciences Informatiques']",Licence Physique,1,1.0,0
"['Humanités, Littérature et Philosophie', 'Numérique et Sciences Informatiques']",Licence Sciences de l'information et de la communication,12,8.0,2
"['Humanités, Littérature et Philosophie', 'Numérique et Sciences Informatiques']",D.E social,2,0.0,0
"['Humanités, Littérature et Philosophie', 'Physique-Chimie']",Licence Formation générale aux métiers de l'ingénieur,2,2.0,0
"['Humanités, Littérature et Philosophie', 'Physique-Chimie']",Licence Génie civil,0,0.0,0
"['Humanités, Littérature et Philosophie', 'Physique-Chimie']",Licence Mathématiques et informatique,0,0.0,0
"['Humanités, Littérature et Philosophie', 'Physique-Chimie']","Licence Mécanique, Génie mécanique, Ingénierie mécanique",1,0.0,0
"['Humanités, Littérature et Philosophie', 'Physique-Chimie']",Licence Pluri Langues,1,0.0,0
"['Humanités, Littérature et Philosophie', 'Physique-Chimie']",Licence Sciences politiques,3,0.0,0
"['Humanités, Littérature et Philosophie', 'Physique-Chimie']",Ensemble des candidats bacheliers,175,162.0,135
"['Humanités, Littérature et Philosophie', 'Sciences économiques et sociales']",Licence Pluri Droit - Sciences éco - AES,4,1.0,1
"['Humanités, Littérature et Philosophie', 'Sciences économiques et sociales']",BUT Production,154,28.0,12
"['Humanités, Littérature et Philosophie', 'Sciences économiques et sociales']",CPGE L,518,363.0,186
"['Humanités, Littérature et Philosophie', 'Sciences de la vie et de la terre']",Licence STAPS,303,181.0,130
"['Humanités, Littérature et Philosophie', 'Sciences de la vie et de la terre']",Licence Sciences et technologies industrielles,21,6.0,4
"['Humanités, Littérature et Philosophie', 'Sciences de la vie et de la terre']",BUT Production,112,16.0,1
"['Humanités, Littérature et Philosophie', 'Sciences de la vie et de la terre']",DEUST,43,13.0,5
"['Humanités, Littérature et Philosophie', ""Sciences de l'ingénieur""]",Licence Pluri Lettres - Sciences du langage - Arts,0,0.0,0
"['Humanités, Littérature et Philosophie', ""Sciences de l'ingénieur""]",Licence STAPS,1,0.0,0
"['Humanités, Littérature et Philosophie', ""Sciences de l'ingénieur""]",BTS agricole,0,0.0,0
"['Langues, Littératures et Cultures Etrangères et Régionales', ""Littératures, langues et culture de l'antiquité""]",Licence MASS,0,0.0,0
"['Langues, Littératures et Cultures Etrangères et Régionales', ""Littératures, langues et culture de l'antiquité""]",Licence Mathématiques et informatique,0,0.0,0
"['Langues, Littératures et Cultures Etrangères et Régionales', ""Littératures, langues et culture de l'antiquité""]",Licence Pluri Lettres - Sciences du langage - Arts,0,0.0,0
"['Mathématiques', 'Langues, Littératures et Cultures Etrangères et Régionales']","Licence Sciences de l'univers, de la terre, de l'espace",15,8.0,1
"['Mathématiques', 'Langues, Littératures et Cultures Etrangères et Régionales']",D.E sanitaire,140,46.0,33
"['Numérique et Sciences Informatiques', 'Langues, Littératures et Cultures Etrangères et Régionales']","Licence Archéologie, Ethno, Préhistoire, Anthropologie",2,1.0,0
"['Numérique et Sciences Informatiques', 'Langues, Littératures et Cultures Etrangères et Régionales']","Licence Pluri Sciences de la vie, de la santé, de la terre et de l'univers",2,0.0,0
"['Numérique et Sciences Informatiques', 'Langues, Littératures et Cultures Etrangères et Régionales']","Licence Psychlogie, Sciences cognitives",50,26.0,9
"['Numérique et Sciences Informatiques', 'Langues, Littératures et Cultures Etrangères et Régionales']",Licence Sciences politiques,7,1.0,0
"['Numérique et Sciences Informatiques', 'Langues, Littératures et Cultures Etrangères et Régionales']",D.E sanitaire,14,2.0,2
"['Physique-Chimie', 'Langues, Littératures et Cultures Etrangères et Régionales']",Licence Sciences de l'éducation,30,21.0,7
"['Sciences économiques et sociales', 'Langues, Littératures et Cultures Etrangères et Régionales']","Licence Sciences de la vie, biologie, santé",55,23.0,5
"['Sciences de la vie et de la terre', 'Langues, Littératures et Cultures Etrangères et Régionales']",Licence Sciences de gestion,62,15.0,4
"['Langues, Littératures et Cultures Etrangères et Régionales', ""Sciences de l'ingénieur""]",Licence Arts,14,7.0,4
"['Langues, Littératures et Cultures Etrangères et Régionales', ""Sciences de l'ingénieur""]",Licence Géographie,1,1.0,0
"['Mathématiques', ""Littératures, langues et culture de l'antiquité""]",CPGE S,0,0.0,0
"['Mathématiques', ""Littératures, langues et culture de l'antiquité""]",Ecoles d'Ingénieurs,0,0.0,0
"['Numérique et Sciences Informatiques', 'Mathématiques']",Licence AES,137,90.0,21
"['Numérique et Sciences Informatiques', 'Mathématiques']",Licence Langues et littératures étrangères,277,203.0,64
"['Numérique et Sciences Informatiques', 'Mathématiques']",DEUST,103,59.0,8
"['Physique-Chimie', 'Mathématiques']",Licence Pluri Langues,42,21.0,0
"['Physique-Chimie', 'Mathématiques']",Licence Sciences de l'information et de la communication,626,371.0,77
"['Physique-Chimie', 'Mathématiques']",Licence Las,21612,12246.0,2118
"['Sciences économiques et sociales', 'Mathématiques']",Licence STAPS,1966,1021.0,491
"['Sciences économiques et sociales', 'Mathématiques']",BTS production,530,237.0,70
"['Sciences économiques et sociales', 'Mathématiques']",Ecoles d'Ingénieurs,342,159.0,79
"['Sciences de la vie et de la terre', 'Mathématiques']",Licence Formation générale aux métiers de l'ingénieur,339,211.0,35
"['Mathématiques', ""Sciences de l'ingénieur""]",Licence Physique,630,321.0,24
"['Mathématiques', ""Sciences de l'ingénieur""]",Licence Pluri Sciences humaines et sociales,4,3.0,1
"['Mathématiques', ""Sciences de l'ingénieur""]",D.E sanitaire,59,11.0,9
"['Numérique et Sciences Informatiques', ""Littératures, langues et culture de l'antiquité""]",Licence Formation générale aux métiers de l'ingénieur,0,0.0,0
"['Numérique et Sciences Informatiques', 'Physique-Chimie']",Licence AES,11,8.0,1
"['Numérique et Sciences Informatiques', 'Physique-Chimie']",Licence Physique et chimie,36,14.0,4
"['Numérique et Sciences Informatiques', 'Physique-Chimie']",Licence Pluri Sciences,10,3.0,2
"['Numérique et Sciences Informatiques', 'Sciences économiques et sociales']",Licence AES,189,135.0,42
"['Numérique et Sciences Informatiques', 'Sciences économiques et sociales']",Licence Mathématiques,52,19.0,6
"['Numérique et Sciences Informatiques', 'Sciences économiques et sociales']",Licence Sciences et technologies industrielles,21,9.0,4
"['Numérique et Sciences Informatiques', 'Sciences économiques et sociales']",BTS production,117,49.0,19
"['Numérique et Sciences Informatiques', 'Sciences de la vie et de la terre']",BUT Production,230,84.0,40
"['Numérique et Sciences Informatiques', ""Sciences de l'ingénieur""]",Licence Pluri Lettres - Langues - Sciences humaines,0,0.0,0
"['Numérique et Sciences Informatiques', ""Sciences de l'ingénieur""]",BTS agricole,2,0.0,0
"['Physique-Chimie', ""Littératures, langues et culture de l'antiquité""]",Licence Langues et littératures étrangères,0,0.0,0
"['Physique-Chimie', ""Littératures, langues et culture de l'antiquité""]",Licence MASS,0,0.0,0
"['Physique-Chimie', ""Littératures, langues et culture de l'antiquité""]",Licence Mathématiques et informatique,0,0.0,0
"['Physique-Chimie', ""Littératures, langues et culture de l'antiquité""]",Ensemble des candidats bacheliers,3,3.0,2
"['Physique-Chimie', 'Sciences économiques et sociales']",Licence Langues et littératures françaises,8,6.0,1
"['Physique-Chimie', 'Sciences économiques et sociales']",Licence Las,199,84.0,21
"['Physique-Chimie', 'Sciences économiques et sociales']",BUT Production,163,64.0,31
"['Physique-Chimie', 'Sciences économiques et sociales']",D.E social,10,1.0,1
"['Physique-Chimie', 'Sciences de la vie et de la terre']",Licence Langues et littératures françaises,437,375.0,53
"['Physique-Chimie', 'Sciences de la vie et de la terre']",Licence Sciences de gestion,408,188.0,49
"['Physique-Chimie', 'Sciences de la vie et de la terre']",CPGE L,330,223.0,85
"['Physique-Chimie', ""Sciences de l'ingénieur""]",BUT Production,374,250.0,159
"['Physique-Chimie', ""Sciences de l'ingénieur""]",Formations des écoles nationales vétérinaires,1,0.0,0
"['Sciences économiques et sociales', ""Littératures, langues et culture de l'antiquité""]",Licence Sciences juridiques,6,3.0,3
"['Sciences économiques et sociales', ""Littératures, langues et culture de l'antiquité""]",Licence MASS,0,0.0,0
"['Sciences économiques et sociales', ""Littératures, langues et culture de l'antiquité""]",CUPGE,0,0.0,0
"['Sciences économiques et sociales', 'Sciences de la vie et de la terre']",Licence Sciences de l'éducation,932,512.0,173
"['Sciences économiques et sociales', 'Sciences de la vie et de la terre']",BUT Service,3105,1054.0,440
"['Sciences économiques et sociales', 'Sciences de la vie et de la terre']",Formations des écoles nationales vétérinaires,65,1.0,1
"['Sciences de la vie et de la terre', ""Littératures, langues et culture de l'antiquité""]",Licence Pluri Sciences économiques - Gestion,0,0.0,0
"['Arts', 'Numérique et Sciences Informatiques']","Licence Pluri Sciences de la vie, de la santé, de la terre et de l'univers",1,0.0,0
"['Arts', 'Numérique et Sciences Informatiques']",CPGE L,4,3.0,1
"['Arts', 'Numérique et Sciences Informatiques']",Sciences Po,0,0.0,0
"['Arts', 'Physique-Chimie']","Licence Psychlogie, Sciences cognitives",41,29.0,9
"['Arts', 'Sciences économiques et sociales']",Licence Pluri Sciences,10,8.0,1
"['Arts', 'Sciences économiques et sociales']",Licence Sciences politiques,68,15.0,3
"['Arts', 'Sciences économiques et sociales']",CPGE S,30,5.0,0
"['Arts', 'Sciences économiques et sociales']",Ecoles d'Ingénieurs,3,0.0,0
"['Arts', 'Sciences de la vie et de la terre']",Licence Informatique,7,5.0,3
"['Physique-Chimie', 'Biologie-Ecologie']",Licence Sciences politiques,8,1.0,0
"['Physique-Chimie', 'Biologie-Ecologie']",PASS,284,142.0,100
"['Physique-Chimie', 'Biologie-Ecologie']",DEUST,18,10.0,3
"['Sciences économiques et sociales', 'Biologie-Ecologie']",Licence Langues et littératures françaises,0,0.0,0
"['Sciences économiques et sociales', 'Biologie-Ecologie']",Licence Sciences de l'information et de la communication,1,1.0,1
"['Sciences économiques et sociales', 'Biologie-Ecologie']",CPGE L,0,0.0,0
"['Humanités, Littérature et Philosophie', ""Littératures, langues et culture de l'antiquité""]",Licence Las,33,6.0,0
"['Humanités, Littérature et Philosophie', ""Littératures, langues et culture de l'antiquité""]",CPGE ECG,5,1.0,0
"['Humanités, Littérature et Philosophie', 'Langues, Littératures et Cultures Etrangères et Régionales']",Licence Langues et littératures françaises,2747,2405.0,667
"['Humanités, Littérature et Philosophie', 'Langues, Littératures et Cultures Etrangères et Régionales']",Licence Pluri Lettres - Sciences du langage - Arts,195,160.0,26
"['Humanités, Littérature et Philosophie', 'Langues, Littératures et Cultures Etrangères et Régionales']",BTS production,87,17.0,5
"['Humanités, Littérature et Philosophie', 'Langues, Littératures et Cultures Etrangères et Régionales']",DEUST,65,17.0,4
"['Humanités, Littérature et Philosophie', 'Mathématiques']",Licence Pluri Lettres - Langues - Sciences humaines,90,69.0,8
"['Humanités, Littérature et Philosophie', 'Mathématiques']",CPGE ECG,91,64.0,17
"['Humanités, Littérature et Philosophie', 'Numérique et Sciences Informatiques']",Licence Pluri Sciences fondamentales et applications,0,0.0,0
"['Humanités, Littérature et Philosophie', 'Physique-Chimie']",Licence Physique,4,1.0,0
"['Humanités, Littérature et Philosophie', 'Physique-Chimie']",Licence Pluri Lettres - Langues - Sciences humaines,16,13.0,0
"['Humanités, Littérature et Philosophie', 'Physique-Chimie']","Licence Sciences de l'univers, de la terre, de l'espace",1,1.0,1
"['Humanités, Littérature et Philosophie', 'Sciences économiques et sociales']",Formations d'ART,245,82.0,41
"['Humanités, Littérature et Philosophie', 'Sciences de la vie et de la terre']",Licence Informatique,7,5.0,0
"['Humanités, Littérature et Philosophie', ""Sciences de l'ingénieur""]","Licence Pluri Sciences de la vie, de la santé, de la terre et de l'univers",0,0.0,0
"['Humanités, Littérature et Philosophie', ""Sciences de l'ingénieur""]",PASS,0,0.0,0
"['Humanités, Littérature et Philosophie', ""Sciences de l'ingénieur""]",BTS service,1,0.0,0
"['Langues, Littératures et Cultures Etrangères et Régionales', ""Littératures, langues et culture de l'antiquité""]",Licence Formation générale aux métiers de l'ingénieur,0,0.0,0
"['Langues, Littératures et Cultures Etrangères et Régionales', ""Littératures, langues et culture de l'antiquité""]",BTS service,17,7.0,5
"['Mathématiques', 'Langues, Littératures et Cultures Etrangères et Régionales']",Licence Pluri Lettres - Sciences du langage - Arts,13,8.0,3
"['Mathématiques', 'Langues, Littératures et Cultures Etrangères et Régionales']",Licence Sciences juridiques,792,591.0,259
